8192,
10,
256,
0.000000, 0.000000
0.000000, 0.000000
0.000000, 0.000000
0.000000, 0.000000
0.000000, 0.000000
0.000000, 0.000000
0.000000, 0.000000
0.000000, 0.000000
0.000000, 0.000000
0.000000, 0.000000
0.000000, 0.000000
0.000000, 0.000000
0.000000, 0.000000
0.000000, 0.000000
0.000000, 0.000000
0.000000, 0.000000
0.000000, 0.000000
0.000000, 0.000000
0.000000, 0.000000
0.000000, 0.000000
0.000000, 0.000000
0.000000, 0.000000
0.000000, 0.000000
0.000000, 0.000000
0.000000, 0.000000
0.000000, 0.000000
0.000000, 0.000000
0.000000, 0.000000
0.000000, 0.000000
0.000000, 0.000000
0.000000, 0.000000
0.000000, 0.000000
0.000000, 0.000000
0.000000, 0.000000
0.000000, 0.000000
0.000000, 0.000000
0.000000, 0.000000
0.000000, 0.000000
0.000000, 0.000000
0.000000, 0.000000
0.000000, 0.000000
0.000000, 0.000000
0.000000, 0.000000
0.000000, 0.000000
0.000000, 0.000000
0.000000, 0.000000
0.000000, 0.000000
0.000000, 0.000000
0.000000, 0.000000
0.000000, 0.000000
0.000000, 0.000000
0.000000, 0.000000
0.000000, 0.000000
0.000000, 0.000000
0.000000, 0.000000
0.000000, 0.000000
0.000000, 0.000000
0.000000, 0.000000
0.000000, 0.000000
0.000000, 0.000000
0.000000, 0.000000
0.000000, 0.000000
0.000000, 0.000000
0.000000, 0.000000
0.000000, 0.000000
0.000000, 0.000000
0.000000, 0.000000
0.000000, 0.000000
0.000000, 0.000000
0.000000, 0.000000
0.000000, 0.000000
0.000000, 0.000000
0.000000, 0.000000
0.000000, 0.000000
0.000000, 0.000000
0.000000, 0.000000
0.000000, 0.000000
0.000000, 0.000000
0.000000, 0.000000
0.000000, 0.000000
0.000000, 0.000000
0.000000, 0.000000
0.000000, 0.000000
0.000000, 0.000000
0.000000, 0.000000
0.000000, 0.000000
0.000000, 0.000000
0.000000, 0.000000
0.000000, 0.000000
0.000000, 0.000000
0.000000, 0.000000
0.000000, 0.000000
0.000000, 0.000000
0.000000, 0.000000
0.000000, 0.000000
0.000000, 0.000000
0.000000, 0.000000
0.000000, 0.000000
0.000000, 0.000000
0.000000, 0.000000
0.000000, 0.000000
0.000000, 0.000000
0.000000, 0.000000
0.000000, 0.000000
0.000000, 0.000000
0.000000, 0.000000
0.000000, 0.000000
0.000000, 0.000000
0.000000, 0.000000
0.000000, 0.000000
0.000000, 0.000000
0.000000, 0.000000
0.000000, 0.000000
0.000000, 0.000000
0.000000, 0.000000
0.000000, 0.000000
0.000000, 0.000000
0.000000, 0.000000
0.000000, 0.000000
0.000000, 0.000000
0.000000, 0.000000
0.000000, 0.000000
0.000000, 0.000000
0.000000, 0.000000
0.000000, 0.000000
0.000000, 0.000000
0.000000, 0.000000
0.000000, 0.000000
0.000000, 0.000000
0.000000, 0.000000
0.000000, 0.000000
0.000000, 0.000000
0.000000, 0.000000
0.000000, 0.000000
0.000000, 0.000000
0.000000, 0.000000
0.000000, 0.000000
0.000000, 0.000000
0.000000, 0.000000
0.000000, 0.000000
0.000000, 0.000000
0.000000, 0.000000
0.000000, 0.000000
0.000000, 0.000000
0.000000, 0.000000
0.000000, 0.000000
0.000000, 0.000000
0.000000, 0.000000
0.000000, 0.000000
0.000000, 0.000000
0.000000, 0.000000
0.000000, 0.000000
0.000000, 0.000000
0.000000, 0.000000
0.000000, 0.000000
0.000000, 0.000000
0.000000, 0.000000
0.000000, 0.000000
0.000000, 0.000000
0.000000, 0.000000
0.000000, 0.000000
0.000000, 0.000000
0.000000, 0.000000
0.000000, 0.000000
0.000000, 0.000000
0.000000, 0.000000
0.000000, 0.000000
0.000000, 0.000000
0.000000, 0.000000
0.000000, 0.000000
0.000000, 0.000000
0.000000, 0.000000
0.000000, 0.000000
0.000000, 0.000000
0.000000, 0.000000
0.000000, 0.000000
0.000000, 0.000000
0.000000, 0.000000
0.000000, 0.000000
0.000000, 0.000000
0.000000, 0.000000
0.000000, 0.000000
0.000000, 0.000000
0.000000, 0.000000
0.000000, 0.000000
0.000000, 0.000000
0.000000, 0.000000
0.000000, 0.000000
0.000000, 0.000000
0.000000, 0.000000
0.000000, 0.000000
0.000000, 0.000000
0.000000, 0.000000
0.000000, 0.000000
0.000000, 0.000000
0.000000, 0.000000
0.000000, 0.000000
0.000000, 0.000000
0.000000, 0.000000
0.000000, 0.000000
0.000000, 0.000000
0.000000, 0.000000
0.000000, 0.000000
0.000000, 0.000000
0.000000, 0.000000
0.000000, 0.000000
0.000000, 0.000000
0.000000, 0.000000
0.000000, 0.000000
0.000000, 0.000000
0.000000, 0.000000
0.000000, 0.000000
0.000000, 0.000000
0.000000, 0.000000
0.000000, 0.000000
0.000000, 0.000000
0.000000, 0.000000
0.000000, 0.000000
0.000000, 0.000000
0.000000, 0.000000
0.000000, 0.000000
0.000000, 0.000000
0.000000, 0.000000
0.000000, 0.000000
0.000000, 0.000000
0.000000, 0.000000
0.000000, 0.000000
0.000000, 0.000000
0.000000, 0.000000
0.000000, 0.000000
0.000000, 0.000000
0.000000, 0.000000
0.000000, 0.000000
0.000000, 0.000000
0.000000, 0.000000
0.000000, 0.000000
0.000000, 0.000000
0.000000, 0.000000
0.000000, 0.000000
0.000000, 0.000000
0.000000, 0.000000
0.000000, 0.000000
0.000000, 0.000000
0.000000, 0.000000
0.000000, 0.000000
0.000000, 0.000000
0.000000, 0.000000
0.000000, 0.000000
0.000000, 0.000000
0.000000, 0.000000
0.000000, 0.000000
0.000000, 0.000000
0.000000, 0.000000
0.000000, 0.000000
0.000000, 0.000000
0.000000, 0.000000
0.000000, 0.000000
0.000000, 0.000000
0.000000, 0.000000
0.000000, 0.000000
0.000000, 0.000000
0.000000, 0.000000
0.000000, 0.000000
0.000000, 0.000000
0.000000, 0.000000
0.000000, 0.000000
0.000000, 0.000000
0.000000, 0.000000
0.000000, 0.000000
0.000000, 0.000000
0.000000, 0.000000
0.000000, 0.000000
0.000000, 0.000000
0.000000, 0.000000
0.000000, 0.000000
0.000000, 0.000000
0.000000, 0.000000
0.000000, 0.000000
0.000000, 0.000000
0.000000, 0.000000
0.000000, 0.000000
0.000000, 0.000000
0.000000, 0.000000
0.000000, 0.000000
0.000000, 0.000000
0.000000, 0.000000
0.000000, 0.000000
0.000000, 0.000000
0.000000, 0.000000
0.000000, 0.000000
0.000000, 0.000000
0.000000, 0.000000
0.000000, 0.000000
0.000000, 0.000000
0.000000, 0.000000
0.000000, 0.000000
0.000000, 0.000000
0.000000, 0.000000
0.000000, 0.000000
0.000000, 0.000000
0.000000, 0.000000
0.000000, 0.000000
0.000000, 0.000000
0.000000, 0.000000
0.000000, 0.000000
0.000000, 0.000000
0.000000, 0.000000
0.000000, 0.000000
0.000000, 0.000000
0.000000, 0.000000
0.000000, 0.000000
0.000000, 0.000000
0.000000, 0.000000
0.000000, 0.000000
0.000000, 0.000000
0.000000, 0.000000
0.000000, 0.000000
0.000000, 0.000000
0.000000, 0.000000
0.000000, 0.000000
0.000000, 0.000000
0.000000, 0.000000
0.000000, 0.000000
0.000000, 0.000000
0.000000, 0.000000
0.000000, 0.000000
0.000000, 0.000000
0.000000, 0.000000
0.000000, 0.000000
0.000000, 0.000000
0.000000, 0.000000
0.000000, 0.000000
0.000000, 0.000000
0.000000, 0.000000
0.000000, 0.000000
0.000000, 0.000000
0.000000, 0.000000
0.000000, 0.000000
0.000000, 0.000000
0.000000, 0.000000
0.000000, 0.000000
0.000000, 0.000000
0.000000, 0.000000
0.000000, 0.000000
0.000000, 0.000000
0.000000, 0.000000
0.000000, 0.000000
0.000000, 0.000000
0.000000, 0.000000
0.000000, 0.000000
0.000000, 0.000000
0.000000, 0.000000
0.000000, 0.000000
0.000000, 0.000000
0.000000, 0.000000
0.000000, 0.000000
0.000000, 0.000000
0.000000, 0.000000
0.000000, 0.000000
0.000000, 0.000000
0.000000, 0.000000
0.000000, 0.000000
0.000000, 0.000000
0.000000, 0.000000
0.000000, 0.000000
0.000000, 0.000000
0.000000, 0.000000
0.000000, 0.000000
0.000000, 0.000000
0.000000, 0.000000
0.000000, 0.000000
0.000000, 0.000000
0.000000, 0.000000
0.000000, 0.000000
0.000000, 0.000000
0.000000, 0.000000
0.000000, 0.000000
0.000000, 0.000000
0.000000, 0.000000
0.000000, 0.000000
0.000000, 0.000000
0.000000, 0.000000
0.000000, 0.000000
0.000000, 0.000000
0.000000, 0.000000
0.000000, 0.000000
0.000000, 0.000000
0.000000, 0.000000
0.000000, 0.000000
0.000000, 0.000000
0.000000, 0.000000
0.000000, 0.000000
0.000000, 0.000000
0.000000, 0.000000
0.000000, 0.000000
0.000000, 0.000000
0.000000, 0.000000
0.000000, 0.000000
0.000000, 0.000000
0.000000, 0.000000
0.000000, 0.000000
0.000000, 0.000000
0.000000, 0.000000
0.000000, 0.000000
0.000000, 0.000000
0.000000, 0.000000
0.000000, 0.000000
0.000000, 0.000000
0.000000, 0.000000
0.000000, 0.000000
0.000000, 0.000000
0.000000, 0.000000
0.000000, 0.000000
0.000000, 0.000000
0.000000, 0.000000
0.000000, 0.000000
0.000000, 0.000000
0.000000, 0.000000
0.000000, 0.000000
0.000000, 0.000000
0.000000, 0.000000
0.000000, 0.000000
0.000000, 0.000000
0.000000, 0.000000
0.000000, 0.000000
0.000000, 0.000000
0.000000, 0.000000
0.000000, 0.000000
